Lemma,CEFR,POS,Frq abs,Frq ipm
отражаться,B2,v,3018,19.05
болезненный,B2,adj,3012,19.02
если бы не,B2,mwe,3010,19.00
регулировать,B2,v,3010,19.00
ось,B2,n,3009,19.00
плоскость,B2,n,3008,18.99
раскрывать,B2,v,3007,18.98
дистанция,B2,n,3004,18.96
годовой,B2,adj,3003,18.96
обследование,B2,n,3002,18.95
видимый,B2,adj,2993,18.90
в действительности,B2,mwe,2984,18.84
делегация,B2,n,2981,18.82
комбинация,B2,n,2981,18.82
зависть,B2,n,2979,18.81
роскошный,B2,adj,2978,18.80
потребительский,B2,adj,2974,18.78
парламентский,B2,adj,2970,18.75
решетка,B2,n,2970,18.75
экономист,B2,n,2970,18.75
деревенский,B2,adj,2968,18.74
функционирование,B2,n,2963,18.71
вольный,B2,adj,2962,18.70
пропадать,B2,n,2957,18.67
специализированный,B2,adj,2956,18.66
ручей,B2,n,2952,18.64
ген,B2,n,2939,18.55
включение,B2,n,2937,18.54
новичок,B2,n,2936,18.54
преступный,B2,adj,2936,18.54
издавать,B2,v,2933,18.52
рубрика,B2,n,2932,18.51
драма,B2,n,2931,18.50
концентрация,B2,n,2931,18.50
в любом случае,B2,mwe,2927,18.48
командировка,B2,n,2925,18.47
комплексный,B2,adj,2924,18.46
стальной,B2,adj,2923,18.45
щель,B2,n,2923,18.45
простота,B2,n,2922,18.45
ограничивать,B2,v,2921,18.44
рог,B2,n,2920,18.43
заключать,B2,v,2918,18.42
возврат,B2,n,2911,18.38
напрямую,B2,adv,2909,18.36
армейский,B2,adj,2907,18.35
упаковка,B2,n,2904,18.33
неизменный,B2,adj,2903,18.33
ликвидация,B2,n,2901,18.31
абстрактный,B2,adj,2897,18.29
перевозка,B2,n,2897,18.29
неудачный,B2,adj,2896,18.28
сырье,B2,n,2896,18.28
сюрприз,B2,n,2896,18.28
похороны,B2,n,2892,18.26
менеджмент,B2,n,2886,18.22
огненный,B2,adj,2885,18.21
аналитический,B2,adj,2884,18.21
паника,B2,n,2880,18.18
ручной,B2,adj,2878,18.17
академический,B2,adj,2877,18.16
мат,B2,n,2877,18.16
колебаться,B2,v,2876,18.16
сходство,B2,n,2874,18.14
осмотр,B2,n,2872,18.13
этнический,B2,adj,2871,18.13
обожать,B2,v,2867,18.10
новейший,B2,adj,2863,18.07
симпатия,B2,n,2863,18.07
примитивный,B2,adj,2862,18.07
коэффициент,B2,n,2861,18.06
материнский,B2,adj,2860,18.06
напрасно,B2,adv,2859,18.05
влажный,B2,adj,2854,18.02
опускаться,B2,v,2852,18.01
отвратительный,B2,adj,2852,18.01
верность,B2,n,2851,18.00
импульс,B2,n,2848,17.98
сгореть,B2,v,2837,17.91
боковой,B2,adj,2836,17.90
откровенный,B2,adv,2830,17.87
качать,B2,v,2829,17.86
убитый,B2,adj,2828,17.85
череп,B2,n,2828,17.85
ит,B2,ABBR,2827,17.85
убыток,B2,n,2824,17.83
легкость,B2,n,2822,17.82
обнимать,B2,v,2819,17.80
энтузиазм,B2,n,2816,17.78
допрос,B2,n,2815,17.77
отклонение,B2,n,2815,17.77
архитектор,B2,n,2814,17.77
урожай,B2,n,2814,17.77
освещать,B2,v,2812,17.75
более или менее,B2,mwe,2809,17.73
висок,B2,n,2809,17.73
поручение,B2,n,2807,17.72
удовлетворять,B2,v,2805,17.71
недостаточный,B2,adj,2803,17.70
ласковый,B2,adj,2801,17.68
смертельный,B2,adj,2796,17.65
чрезвычайный,B2,adj,2792,17.63
жилищный,B2,adj,2790,17.61
огород,B2,n,2785,17.58
секция,B2,n,2785,17.58
защитный,B2,adj,2784,17.58
абонент,B2,n,2781,17.56
гвоздь,B2,n,2779,17.54
пенсионный,B2,adj,2779,17.54
запуск,B2,n,2778,17.54
как обычно,B2,mwe,2777,17.53
очерк,B2,n,2775,17.52
равенство,B2,n,2772,17.50
реконструкция,B2,n,2771,17.49
яд,B2,n,2769,17.48
обезьяна,B2,n,2767,17.47
в особенности,B2,mwe,2763,17.44
медный,B2,adj,2761,17.43
встречный,B2,adj,2760,17.42
фантастика,B2,n,2759,17.42
сдерживать,B2,v,2755,17.39
строитель,B2,n,2754,17.39
представительство,B2,n,2752,17.37
агрессивный,B2,adj,2751,17.37
серебро,B2,n,2748,17.35
базар,B2,n,2744,17.32
кружок,B2,n,2741,17.30
премьер,B2,n,2741,17.30
полнота,B2,n,2740,17.30
писаться,B2,v,2738,17.29
звон,B2,n,2737,17.28
презентация,B2,n,2737,17.28
подключение,B2,n,2736,17.27
жалость,B2,n,2732,17.25
сердечный,B2,adj,2732,17.25
конструктор,B2,n,2731,17.24
колоссальный,B2,adj,2729,17.23
параллельный,B2,adv,2729,17.23
формулировка,B2,n,2722,17.18
стимулировать,B2,v,2721,17.18
территориальный,B2,adj,2721,17.18
превращение,B2,n,2715,17.14
традиционно,B2,adv,2715,17.14
задница,B2,n,2714,17.13
опускать,B2,v,2714,17.13
имидж,B2,n,2713,17.13
фактический,B2,adj,2713,17.13
экспериментальный,B2,adj,2710,17.11
содержимое,B2,n,2706,17.08
цивилизованный,B2,adj,2705,17.08
индустрия,B2,n,2701,17.05
струя,B2,n,2692,16.99
граната,B2,n,2690,16.98
последовательный,B2,adj,2690,16.98
измена,B2,n,2686,16.96
нападать,B2,v,2683,16.94
кабель,B2,n,2682,16.93
изящный,B2,adj,2680,16.92
относиться,B2,v,2680,16.92
сжимать,B2,v,2680,16.92
превосходить,B2,v,2678,16.91
пение,B2,n,2677,16.90
статуя,B2,n,2676,16.89
монстр,B2,n,2674,16.88
протягивать,B2,v,2674,16.88
трезвый,B2,adj,2674,16.88
беречь,B2,v,2670,16.86
проводник,B2,n,2668,16.84
проектирование,B2,n,2663,16.81
нежность,B2,n,2660,16.79
сынок,B2,n,2658,16.78
тревожный,B2,adj,2656,16.77
выживание,B2,n,2655,16.76
стыд,B2,n,2655,16.76
бабочка,B2,n,2652,16.74
автономный,B2,adj,2651,16.74
игнорировать,B2,v,2650,16.73
пробка,B2,n,2648,16.72
лень,B2,n,2647,16.71
мрак,B2,n,2645,16.70
восхищение,B2,n,2642,16.68
совпадение,B2,n,2640,16.67
биржа,B2,n,2635,16.64
мотивация,B2,n,2634,16.63
буржуазный,B2,adj,2630,16.60
интуиция,B2,n,2630,16.60
снижать,B2,v,2629,16.60
отвращение,B2,n,2628,16.59
исследовательский,B2,adj,2627,16.58
ведьма,B2,n,2626,16.58
условно,B2,adv,2623,16.56
рвать,B2,v,2622,16.55
ловушка,B2,n,2621,16.55
обслуживать,B2,v,2621,16.55
взятка,B2,n,2620,16.54
оказание,B2,n,2620,16.54
грандиозный,B2,adj,2617,16.52
бормотать,B2,v,2615,16.51
расстройство,B2,n,2614,16.50
незнакомец,B2,n,2613,16.50
овца,B2,n,2612,16.49
валютный,B2,adj,2611,16.48
промежуток,B2,n,2611,16.48
сосна,B2,n,2611,16.48
окрестность,B2,n,2608,16.46
толчок,B2,n,2608,16.46
оболочка,B2,N,2607,16.46
вдвое,B2,adv,2605,16.45
классификация,B2,n,2601,16.42
отступление,B2,n,2598,16.40
случайность,B2,n,2598,16.40
функционировать,B2,v,2598,16.40
разновидность,B2,n,2594,16.38
интенсивный,B2,adj,2590,16.35
пленный,B2,n,2589,16.34
челюсть,B2,n,2578,16.28
романтический,B2,adj,2577,16.27
вмешиваться,B2,v,2576,16.26
переворот,B2,n,2574,16.25
бухгалтерский,B2,adj,2573,16.24
ползти,B2,v,2571,16.23
стереотип,B2,n,2569,16.22
закономерность,B2,n,2566,16.20
разрушать,B2,v,2564,16.19
сумерки,B2,n,2564,16.19
беженец,B2,n,2560,16.16
диссертация,B2,n,2560,16.16
заряд,B2,n,2560,16.16
оправдание,B2,n,2560,16.16
легкое,B2,n,2556,16.14
очко,B2,n,2550,16.10
агрессия,B2,n,2549,16.09
сотрудничать,B2,v,2549,16.09
профилактика,B2,n,2548,16.09
групповой,B2,adj,2547,16.08
крутиться,B2,v,2544,16.06
вич,B2,n,2542,16.05
подбирать,B2,v,2538,16.02
занятость,B2,n,2537,16.02
наполовину,B2,adv,2537,16.02
дуть,B2,v,2535,16.00
гибкий,B2,adj,2534,16.00
мучиться,B2,v,2534,16.00
выдерживать,B2,v,2532,15.98
умолять,B2,v,2531,15.98
графический,B2,adj,2518,15.90
зад,B2,n,2510,15.85
неподвижный,B2,adj,2507,15.83
образованный,B2,adj,2498,15.77
купол,B2,n,2495,15.75
ласково,B2,adv,2492,15.73
ввод,B2,n,2491,15.73
олигарх,B2,n,2487,15.70
путать,B2,v,2487,15.70
эстетический,B2,adj,2487,15.70
замечательно,B2,adv,2486,15.69
ответный,B2,adj,2485,15.69
излишний,B2,adj,2484,15.68
ловко,B2,adv,2483,15.68
матрица,B2,n,2479,15.65
документация,B2,n,2478,15.64
атом,B2,n,2477,15.64
аналог,B2,n,2475,15.63
жар,B2,n,2474,15.62
повествование,B2,n,2474,15.62
оппонент,B2,n,2465,15.56
посредник,B2,n,2465,15.56
зелень,B2,n,2463,15.55
спид,B2,n,2463,15.55
надежность,B2,n,2462,15.54
разбирать,B2,v,2462,15.54
заводить,B2,v,2461,15.54
наполнять,B2,v,2460,15.53
дипломат,B2,n,2459,15.52
вертикальный,B2,adj,2455,15.50
кушать,B2,v,2445,15.44
модератор,B2,n,2445,15.44
средневековый,B2,adj,2444,15.43
при условии,B2,mwe,2438,15.39
ирония,B2,n,2437,15.39
осуждать,B2,v,2431,15.35
славянский,B2,adj,2430,15.34
вложение,B2,n,2420,15.28
исчезновение,B2,n,2417,15.26
склонность,B2,n,2417,15.26
гордо,B2,adv,2415,15.25
набережная,B2,n,2415,15.25
магнитный,B2,adj,2414,15.24
коммунальный,B2,adj,2413,15.23
аппаратура,B2,n,2411,15.22
ликвидировать,B2,v,2409,15.21
злоба,B2,n,2406,15.19
букет,B2,n,2405,15.18
кассета,B2,n,2405,15.18
оскорбление,B2,n,2405,15.18
профсоюз,B2,n,2404,15.18
кпк,B2,n,2403,15.17
нарастать,B2,v,2398,15.14
чувствительный,B2,adj,2398,15.14
повторный,B2,adj,2396,15.13
вздыхать,B2,v,2393,15.11
критиковать,B2,v,2389,15.08
пристально,B2,adv,2389,15.08
проанализировать,B2,v,2389,15.08
фундамент,B2,n,2384,15.05
королевство,B2,n,2382,15.04
оборачиваться,B2,v,2381,15.03
внушать,B2,v,2380,15.03
оправдывать,B2,V,2379,15.02
порядочный,B2,adj,2378,15.01
удивленно,B2,adv,2378,15.01
настойчиво,B2,adv,2374,14.99
олень,B2,n,2374,14.99
удаляться,B2,v,2367,14.94
расставаться,B2,v,2365,14.93
злость,B2,n,2364,14.92
жестокость,B2,n,2361,14.91
показ,B2,n,2359,14.89
ферма,B2,n,2358,14.89
искра,B2,n,2357,14.88
монополия,B2,n,2356,14.87
оргазм,B2,n,2356,14.87
вращаться,B2,v,2348,14.82
кислород,B2,n,2348,14.82
подозрительный,B2,adj,2348,14.82
атрибут,B2,n,2347,14.82
плавно,B2,adv,2347,14.82
инстанция,B2,n,2343,14.79
отмена,B2,n,2342,14.79
крошечный,B2,adj,2340,14.77
ниша,B2,n,2340,14.77
роскошь,B2,n,2340,14.77
удаление,B2,n,2334,14.73
восстанавливать,B2,v,2331,14.72
восхищаться,B2,v,2331,14.72
кора,B2,n,2330,14.71
криминальный,B2,adj,2329,14.70
бедствие,B2,n,2328,14.70
тяга,B2,n,2327,14.69
рыбак,B2,n,2326,14.68
скользить,B2,v,2326,14.68
организованный,B2,adj,2325,14.68
рычаг,B2,n,2325,14.68
формально,B2,adv,2324,14.67
заинтересованный,B2,adj,2322,14.66
диаметр,B2,n,2321,14.65
прикладной,B2,adj,2321,14.65
аукцион,B2,n,2319,14.64
проститутка,B2,n,2319,14.64
месторождение,B2,n,2315,14.61
фирменный,B2,adj,2314,14.61
компромисс,B2,n,2311,14.59
жилец,B2,n,2309,14.58
грузинский,B2,adj,2305,14.55
инновационный,B2,ADJ,2301,14.53
воображать,B2,v,2300,14.52
тематика,B2,n,2297,14.50
розничный,B2,adj,2294,14.48
сажать,B2,v,2293,14.48
образ жизни,B2,mwe,2292,14.47
бухгалтер,B2,n,2287,14.44
преследование,B2,n,2285,14.43
подбор,B2,n,2284,14.42
совершаться,B2,v,2284,14.42
спецслужба,B2,n,2283,14.41
жопа,B2,n,2277,14.38
комп,B2,n,2272,14.34
загрузка,B2,n,2271,14.34
галактика,B2,n,2269,14.32
инфекция,B2,n,2269,14.32
интерьер,B2,n,2267,14.31
отделять,B2,v,2259,14.26
предпринимать,B2,v,2251,14.21
просторный,B2,adj,2250,14.20
распространять,B2,v,2249,14.20
всероссийский,B2,adj,2248,14.19
петля,B2,n,2246,14.18
статистический,B2,adj,2244,14.17
медик,B2,n,2242,14.15
намереваться,B2,v,2241,14.15
трещина,B2,n,2241,14.15
экспертный,B2,adj,2238,14.13
продвигаться,B2,v,2237,14.12
накопление,B2,n,2233,14.10
престижный,B2,adj,2232,14.09
скука,B2,n,2232,14.09
шепот,B2,n,2232,14.09
бесконечность,B2,n,2231,14.08
если только,B2,mwe,2231,14.08
тропинка,B2,n,2231,14.08
шина,B2,N,2231,14.08
нервничать,B2,v,2230,14.08
наркоман,B2,n,2229,14.07
продолжительный,B2,adj,2229,14.07
беспорядок,B2,n,2227,14.06
шпион,B2,n,2226,14.05
снижаться,B2,v,2224,14.04
кривой,B2,adj,2222,14.03
ласка,B2,n,2217,14.00
шедевр,B2,n,2216,13.99
взамен,B2,adv,2209,13.95
хлопать,B2,v,2209,13.95
бак,B2,n,2202,13.90
мировоззрение,B2,n,2202,13.90
определенно,B2,adv,2202,13.90
когда-либо,B2,adv,2199,13.88
любовница,B2,n,2198,13.88
фашизм,B2,n,2198,13.88
вторичный,B2,adj,2197,13.87
нейтральный,B2,adj,2197,13.87
осматривать,B2,v,2196,13.86
теоретически,B2,adv,2194,13.85
грусть,B2,n,2193,13.84
преданный,B2,adj,2193,13.84
молчаливый,B2,adj,2191,13.83
партизан,B2,n,2191,13.83
излучение,B2,n,2185,13.79
бренд,B2,n,2180,13.76
хрупкий,B2,adj,2177,13.74
